;sex;age;address;famsize;Pstatus;Medu;Fedu;nursery;internet;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;higher;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
191;0;15;0;1;0;3;4;1;1;0;1;1;0;1;0;0;0;1;0;5;5;5;3;2;5;0;13;13;12
192;0;15;0;1;0;4;0;1;1;1;2;4;0;0;0;0;1;1;0;3;4;3;1;1;1;8;11;11;10
193;0;15;0;1;0;4;2;1;1;1;1;1;0;0;0;1;0;1;0;2;2;4;2;4;1;4;15;16;15
194;0;15;0;1;0;4;2;1;1;1;1;4;0;0;0;0;0;1;0;3;3;3;1;1;3;0;10;10;10
195;0;15;0;1;0;4;2;1;0;1;1;2;0;0;1;1;0;1;0;4;3;3;2;2;5;2;15;15;14
196;0;15;0;1;0;4;3;1;1;1;2;2;0;0;1;1;0;1;0;5;4;3;1;2;3;2;10;10;11
197;0;15;0;1;0;4;3;1;1;1;1;2;0;0;1;1;1;1;0;4;3;3;2;3;5;6;9;9;10
198;0;15;0;1;0;4;3;1;1;1;1;2;0;0;0;0;0;1;0;4;4;1;1;1;1;0;13;14;15
199;0;15;0;1;0;4;3;1;1;0;2;4;0;1;1;0;0;1;0;2;2;2;1;1;3;0;7;9;0
200;0;15;0;1;0;4;4;1;1;0;1;1;0;0;1;1;0;1;0;5;4;2;1;1;5;0;12;15;15
201;0;15;0;1;0;4;4;0;1;1;1;2;0;0;1;1;0;1;0;5;4;2;3;4;5;0;9;11;12
202;0;15;0;1;0;4;4;1;0;0;2;2;0;0;1;0;1;1;0;4;4;3;1;1;2;2;11;13;14
203;0;15;0;1;0;4;4;0;1;1;1;1;0;0;1;0;1;1;0;5;3;3;1;1;5;4;10;13;14
204;0;15;0;1;0;4;4;1;1;1;2;2;0;0;1;0;1;1;0;4;3;1;1;1;5;0;17;16;17
205;0;15;0;1;0;4;4;1;1;0;1;2;0;0;1;0;1;1;0;4;3;3;1;1;5;2;19;18;18
206;0;15;0;1;0;4;4;1;0;1;1;2;0;0;1;0;1;1;0;3;2;2;1;1;5;4;14;15;15
207;0;15;0;0;1;2;1;1;1;1;4;1;3;0;0;0;0;1;0;4;5;5;2;5;5;0;8;9;10
208;0;15;0;0;1;3;2;1;1;1;1;2;0;0;1;1;0;1;0;4;2;2;1;1;1;0;16;18;19
209;0;15;0;0;1;4;2;1;0;0;2;1;1;0;0;0;0;1;0;5;5;5;3;4;5;6;11;11;10
210;0;15;0;0;1;4;4;1;1;1;1;1;0;0;0;0;1;1;0;5;5;3;1;1;4;6;18;19;19
211;0;15;0;0;0;1;2;1;1;0;1;2;0;1;1;0;1;1;0;4;3;2;1;1;5;2;9;10;9
212;0;15;0;0;0;2;2;1;1;1;1;4;0;0;1;0;1;1;0;4;3;4;1;1;4;6;11;13;14
213;0;15;0;0;0;2;2;1;1;1;2;2;0;0;0;1;1;1;0;5;3;3;1;3;4;4;15;15;15
214;0;15;0;0;0;3;3;0;1;1;1;2;0;0;0;0;1;1;0;5;3;2;1;1;2;0;8;10;12
215;0;15;0;0;0;4;2;1;1;1;1;1;0;0;0;0;0;1;0;3;5;2;1;1;3;10;18;19;19
216;0;15;0;0;0;4;3;1;1;1;1;3;0;0;1;0;1;1;0;5;4;3;1;1;4;2;15;16;18
217;0;15;0;0;0;4;4;1;1;0;1;1;0;0;1;1;1;1;0;4;3;3;1;3;5;2;14;14;14
218;0;15;0;0;0;4;4;0;1;0;1;1;0;0;1;0;0;1;1;5;4;3;2;4;5;8;12;12;12
219;0;16;1;1;1;4;4;1;1;1;2;3;0;0;1;0;1;1;1;2;4;3;1;1;5;7;15;16;15
220;0;16;1;1;0;2;1;0;0;1;2;1;0;0;0;0;1;1;0;3;3;2;1;3;3;0;8;9;8
221;0;16;1;1;0;2;2;0;0;1;3;1;0;0;0;0;0;1;0;4;2;2;1;2;3;2;17;15;15
222;0;16;1;1;0;3;3;1;1;1;1;1;0;0;1;0;1;1;0;4;3;2;3;4;5;8;8;9;10
223;0;16;1;1;0;4;2;1;1;1;1;1;0;0;1;0;1;1;1;4;3;3;3;4;3;10;10;8;9
224;0;16;1;1;0;4;3;0;1;1;2;1;0;1;1;0;1;1;0;3;3;3;1;1;4;2;11;15;15
225;0;16;1;1;0;4;4;1;1;1;1;1;0;0;0;1;1;1;0;3;5;5;2;5;4;8;18;18;18
226;0;16;1;0;0;3;3;1;1;0;3;1;0;0;1;1;1;1;0;3;3;4;3;5;3;8;9;9;10
227;0;16;0;1;0;0;2;0;1;1;1;1;0;0;0;1;0;1;0;4;3;2;2;4;5;0;13;15;15
228;0;16;0;1;0;1;0;1;1;1;2;2;0;0;1;1;1;1;1;4;3;2;1;1;3;2;13;15;16
229;0;16;0;1;0;1;2;1;1;1;1;1;0;0;1;1;1;1;1;3;3;3;1;2;3;2;11;12;11
230;0;16;0;1;0;2;1;1;1;1;3;1;0;0;0;0;0;1;0;4;3;3;1;1;4;6;18;18;18
231;0;16;0;1;0;2;2;1;1;0;1;2;0;0;0;0;0;0;0;4;3;5;2;4;4;4;10;10;10
232;0;16;0;1;0;2;2;0;1;0;2;2;1;0;0;1;1;1;0;4;4;2;1;1;3;12;11;10;10
233;0;16;0;1;0;2;3;1;1;0;2;1;0;0;0;0;0;1;0;5;3;3;1;1;3;0;13;14;14
234;0;16;0;1;0;3;1;1;0;1;1;1;0;0;0;0;1;1;0;5;3;2;2;2;5;2;12;12;14
235;0;16;0;1;0;3;1;1;1;0;2;4;0;0;1;1;0;1;0;4;3;2;1;1;5;0;13;15;15
236;0;16;0;1;0;3;2;1;1;1;2;3;0;0;0;0;1;1;1;5;3;3;1;3;2;10;11;9;10
237;0;16;0;1;0;3;2;0;1;1;1;1;0;0;1;1;0;1;0;5;4;3;1;1;5;0;12;14;15
238;0;16;0;1;0;3;3;0;1;0;3;2;0;1;1;0;0;1;0;5;3;3;1;3;2;6;7;10;10
239;0;16;0;1;0;3;3;1;1;0;1;2;1;0;1;1;0;1;1;4;5;5;4;4;5;4;10;12;12
240;0;16;0;1;0;3;3;1;1;0;2;1;0;0;0;0;1;1;0;5;4;2;1;1;5;0;13;14;13
241;0;16;0;1;0;3;3;1;1;0;1;3;0;0;1;0;1;1;0;5;3;3;1;1;5;2;16;18;18
242;0;16;0;1;0;3;3;1;1;0;1;3;0;0;1;0;1;1;0;5;3;3;1;1;5;2;16;18;18
243;0;16;0;1;0;3;3;1;1;1;1;2;0;0;0;1;1;1;1;4;2;3;1;2;3;2;12;13;12
244;0;16;0;1;0;3;3;1;1;1;1;2;0;0;0;1;1;1;1;4;2;3;1;2;3;2;12;13;12
245;0;16;0;1;0;3;4;0;1;0;3;1;2;0;1;0;1;1;0;3;4;5;2;4;2;0;6;5;0
246;0;16;0;1;0;4;3;1;1;1;1;4;0;0;0;0;1;1;0;4;2;2;1;1;2;4;19;19;20
247;0;16;0;1;0;4;3;1;1;1;1;2;0;0;1;1;1;1;0;3;4;3;2;3;3;10;9;8;8
248;0;16;0;1;0;4;4;1;1;1;1;1;0;0;1;0;1;1;0;3;4;4;1;4;5;18;14;11;13
249;0;16;0;1;0;4;4;1;1;0;1;2;0;0;1;1;1;1;0;4;2;4;2;4;1;2;14;13;13
250;0;16;0;1;0;4;4;1;1;1;1;1;0;0;0;0;1;1;0;5;3;2;1;2;5;0;13;12;12
251;0;16;0;1;0;4;4;1;1;1;1;1;0;0;0;0;1;1;0;5;3;2;1;2;5;0;13;12;12
252;0;16;0;1;0;4;4;1;1;1;1;1;0;1;1;1;1;1;0;4;5;5;5;5;4;14;7;7;5
253;0;16;0;1;0;4;4;1;1;0;1;3;0;0;1;0;1;1;1;4;4;3;1;1;4;0;16;17;17
254;0;16;0;1;0;4;4;1;1;1;1;1;0;0;1;0;0;0;1;3;3;2;2;1;5;0;7;6;0
255;0;16;0;1;0;4;4;1;1;1;1;1;0;0;1;0;0;0;1;3;3;2;2;1;5;0;7;6;0
256;0;16;0;1;0;4;4;1;1;0;1;2;0;0;1;0;1;1;0;5;4;4;1;2;5;2;15;15;16
257;0;16;0;1;0;4;4;1;1;0;1;2;0;0;1;0;1;1;0;5;4;4;1;2;5;2;15;15;16
258;0;16;0;1;0;4;4;1;1;1;1;2;0;0;1;1;1;1;1;4;4;5;5;5;5;16;10;12;11
259;0;16;0;0;1;3;4;1;1;1;1;2;0;1;1;0;1;1;0;5;3;3;1;1;5;4;11;11;11
260;0;16;0;0;1;4;4;1;0;1;1;2;0;0;1;0;0;1;0;4;1;3;3;5;5;18;8;6;7
261;0;16;0;0;0;1;1;1;1;1;2;2;0;0;1;1;0;1;0;3;4;2;1;1;5;18;9;7;6
262;0;16;0;0;0;1;1;1;0;1;1;2;1;0;0;0;0;1;1;4;4;4;1;3;5;0;14;12;12
263;0;16;0;0;0;2;1;1;0;1;1;1;1;0;0;0;1;1;1;4;4;4;3;5;5;6;12;13;14
264;0;16;0;0;0;2;1;1;1;1;1;2;0;0;0;1;1;1;1;4;2;3;1;2;5;0;15;15;15
265;0;16;0;0;0;2;2;1;1;1;1;2;0;0;0;0;0;1;0;4;4;4;1;1;3;0;12;12;11
266;0;16;0;0;0;2;2;1;1;1;2;2;0;0;1;0;1;1;0;5;4;4;2;4;5;0;13;13;12
267;0;16;0;0;0;2;2;1;1;0;2;1;2;0;1;0;1;1;0;2;3;3;2;2;2;8;9;9;9
268;0;16;0;0;0;4;2;1;1;1;1;2;0;0;0;0;1;1;0;4;5;1;1;3;5;2;15;15;16
269;0;16;0;0;0;4;3;1;1;0;1;1;0;0;0;1;1;1;0;3;1;3;1;3;5;4;8;10;10
270;0;16;0;0;0;4;3;1;1;1;1;2;0;0;1;1;1;1;0;5;4;2;1;2;5;10;15;15;15
271;0;16;0;0;0;4;3;0;1;1;1;1;0;0;0;0;1;1;0;5;4;5;1;1;3;0;6;0;0
272;0;17;1;1;0;1;2;0;0;1;1;2;0;0;1;1;1;1;1;3;5;2;2;2;1;2;15;14;14
273;0;17;1;1;0;1;2;1;0;1;1;2;0;0;0;0;0;1;0;3;1;3;1;5;3;4;8;9;10
274;0;17;1;1;0;1;3;1;1;0;3;2;1;0;1;0;1;1;0;5;2;4;1;4;5;20;9;7;8
275;0;17;1;1;0;2;1;0;1;1;1;1;0;0;0;0;0;1;0;4;4;2;2;4;5;0;8;12;12
276;0;17;1;1;0;2;2;1;1;0;2;2;0;0;1;1;1;1;0;4;5;2;1;1;1;4;11;11;11
277;0;17;1;1;0;2;2;1;1;1;4;1;0;0;1;0;0;1;0;4;4;5;5;5;4;8;11;10;10
278;0;17;1;1;0;3;4;1;0;1;3;2;0;0;0;0;0;1;0;5;4;5;2;4;5;0;10;0;0
279;0;17;1;0;1;4;4;1;1;1;2;2;0;0;1;1;0;1;0;3;3;3;2;3;4;2;10;11;12
280;0;17;1;0;0;1;1;1;0;1;4;2;3;0;0;0;1;0;1;5;3;5;1;5;5;0;5;8;7
281;0;17;1;0;0;1;2;1;0;1;1;1;0;0;0;0;0;1;0;2;2;2;3;3;5;8;16;12;13
282;0;17;1;0;0;2;1;1;1;1;2;1;2;0;0;0;1;0;1;3;3;2;2;2;5;0;7;6;0
283;0;17;0;1;0;1;1;0;1;0;1;2;0;0;0;1;0;1;0;4;3;3;1;2;4;2;12;10;11
284;0;17;0;1;0;1;2;0;1;0;2;2;0;0;0;1;1;1;0;4;4;4;4;5;5;12;7;8;8
285;0;17;0;1;0;2;1;1;1;1;1;1;3;0;1;0;0;1;0;5;4;5;1;2;5;0;5;0;0
286;0;17;0;1;0;2;1;1;1;1;1;1;3;0;1;0;0;1;0;5;4;5;1;2;5;0;5;0;0
287;0;17;0;1;0;2;1;1;1;1;2;1;3;1;1;0;1;0;0;4;5;1;1;1;3;2;8;8;10
288;0;17;0;1;0;2;1;1;1;1;2;1;3;1;1;0;1;0;0;4;5;1;1;1;3;2;8;8;10
289;0;17;0;1;0;2;3;1;1;0;2;1;0;0;0;0;0;1;0;5;2;2;1;1;2;4;12;12;13
290;0;17;0;1;0;3;1;1;1;1;1;2;0;0;0;1;1;1;1;5;4;4;3;4;5;2;9;9;10
291;0;17;0;1;0;3;2;1;1;1;1;1;3;0;1;0;1;1;0;5;5;5;2;4;5;16;6;5;5
292;0;17;0;1;0;3;3;1;1;1;1;1;0;0;1;1;0;1;0;4;4;3;1;3;5;4;14;12;11
293;0;17;0;1;0;3;3;0;1;0;1;2;0;0;0;0;1;1;0;4;3;4;1;4;4;4;6;5;6
294;0;17;0;1;0;3;3;0;1;1;1;1;0;0;0;0;1;1;0;4;3;5;3;5;5;3;14;15;16
295;0;17;0;1;0;3;3;1;1;1;1;2;0;0;1;0;1;1;1;4;3;4;2;3;4;12;12;12;11
296;0;17;0;1;0;4;3;1;1;1;1;2;0;0;1;0;1;1;1;5;2;3;1;1;2;4;10;10;11
297;0;17;0;1;0;4;4;1;1;1;1;1;0;0;0;0;0;1;0;5;2;3;1;2;5;4;17;15;16
298;0;17;0;1;0;4;4;1;1;1;1;2;0;1;1;0;1;1;1;4;5;5;1;3;2;14;11;9;9
299;0;17;0;0;1;3;2;1;1;1;1;1;1;0;0;0;0;1;0;4;4;4;3;4;3;19;11;9;10
300;0;17;0;0;1;4;1;1;1;1;2;1;0;0;0;1;1;1;1;4;5;4;2;4;5;30;8;8;8
301;0;17;0;0;0;1;1;1;1;1;2;1;1;0;1;0;1;1;0;4;4;4;1;2;5;2;7;9;8
302;0;17;0;0;0;2;2;0;1;0;1;2;0;0;0;1;1;1;1;4;4;2;5;5;4;4;14;13;13
303;0;17;0;0;0;2;3;0;1;0;1;2;0;0;1;1;0;1;0;5;3;3;1;3;3;2;12;11;12
304;0;17;0;0;0;4;3;1;1;1;2;2;0;0;0;0;1;1;1;2;5;5;1;4;5;14;12;12;12
305;0;17;0;0;0;4;3;1;1;1;2;2;0;0;0;1;1;1;0;4;4;4;4;4;4;4;10;9;9
306;0;17;0;0;0;4;4;1;1;0;2;1;0;0;0;1;0;1;0;4;1;1;2;2;5;0;11;11;10
307;0;17;0;0;0;4;4;1;1;1;1;2;0;0;1;1;0;1;1;5;3;5;4;5;3;13;12;12;13
308;0;17;0;0;0;4;4;1;1;1;1;2;0;0;1;1;1;1;0;4;4;4;1;3;5;0;13;11;10
309;0;18;1;1;0;3;2;0;0;1;1;3;0;0;0;0;1;1;0;5;3;2;1;1;3;1;13;12;12
310;0;18;1;1;0;4;3;1;1;1;1;3;0;0;0;0;0;1;1;5;3;2;1;2;4;9;16;15;16
311;0;18;1;0;1;3;4;1;1;1;2;2;0;0;1;1;1;1;0;4;2;5;3;4;1;13;17;17;17
312;0;18;1;0;0;3;2;1;1;1;2;3;0;0;1;1;1;1;0;5;4;2;1;1;4;8;14;13;14
313;0;18;1;0;0;3;3;1;1;1;1;2;1;0;1;0;0;1;1;4;3;3;1;3;5;8;3;5;5
314;0;18;0;1;0;2;1;1;1;1;1;2;0;0;0;0;1;1;0;5;2;4;1;2;4;8;15;14;14
315;0;18;0;1;0;2;1;0;1;1;1;1;1;0;0;0;0;0;0;3;2;5;2;5;5;4;6;9;8
316;0;18;0;1;0;2;1;1;1;1;1;3;0;0;0;1;1;1;0;4;2;4;1;3;2;6;15;14;14
317;0;18;0;1;0;2;2;1;1;1;2;2;0;0;1;1;0;1;0;3;3;3;5;5;4;0;12;13;13
318;0;18;0;1;0;2;2;1;1;0;1;2;1;0;0;0;0;0;0;5;5;4;3;5;2;0;7;7;0
319;0;18;0;1;0;2;2;1;1;1;1;2;1;0;1;1;1;1;0;4;4;4;2;4;5;15;6;7;8
320;0;18;0;1;0;3;2;1;1;1;2;1;1;0;0;0;0;0;0;4;4;5;2;4;5;0;6;8;8
321;0;18;0;1;0;4;2;1;1;0;1;2;0;0;1;1;1;1;1;5;4;5;1;3;5;10;10;9;10
322;0;18;0;1;0;4;2;1;1;1;1;2;0;0;1;1;1;1;1;4;3;2;1;4;5;11;12;11;11
323;0;18;0;1;0;4;3;0;1;1;1;2;0;0;1;1;0;1;0;4;3;2;1;1;3;2;8;8;8
324;0;18;0;1;0;4;3;1;1;1;1;3;0;0;1;1;0;1;1;5;4;5;2;3;5;0;10;10;9
325;0;18;0;1;0;4;4;1;1;1;1;3;0;0;0;0;1;1;0;4;3;3;2;2;3;3;9;12;11
326;0;18;0;1;0;4;4;1;1;1;2;1;0;0;0;1;1;1;0;3;2;4;1;4;3;22;9;9;9
327;0;18;0;1;0;4;4;1;1;1;2;1;0;0;0;1;1;1;0;3;2;4;1;4;3;22;9;9;9
328;0;18;0;1;0;4;4;1;1;0;1;2;1;0;1;0;1;1;0;4;3;3;2;2;2;0;10;10;0
329;0;18;0;1;0;4;4;1;1;0;1;2;1;0;1;0;1;1;0;4;3;3;2;2;2;0;10;10;0
330;0;18;0;0;1;4;4;1;1;1;1;2;0;0;1;1;1;1;0;5;4;3;1;1;2;9;15;13;15
331;0;18;0;0;0;1;1;1;1;1;1;1;3;0;0;0;0;0;1;2;3;5;2;5;4;0;6;5;0
332;0;18;0;0;0;2;1;1;1;1;4;2;0;1;1;1;1;1;1;4;3;2;4;5;3;14;10;8;9
333;0;18;0;0;0;2;2;1;1;1;1;4;0;0;1;0;1;1;0;4;5;5;2;4;5;2;9;8;8
334;0;18;0;0;0;3;3;1;1;0;1;2;1;0;1;1;0;1;0;3;2;4;2;4;4;13;6;6;8
335;0;18;0;0;0;3;4;1;1;1;1;2;0;0;0;0;1;1;1;4;3;3;1;3;5;11;16;15;15
336;0;18;0;0;0;4;3;1;1;1;2;1;0;0;0;1;1;1;0;4;2;3;1;2;1;8;10;11;10
337;0;18;0;0;0;4;4;1;1;1;1;1;0;0;1;1;0;1;1;1;4;2;2;2;1;5;16;15;16
338;0;19;1;1;0;3;3;1;0;0;1;2;1;0;0;0;1;1;1;4;5;3;1;2;5;0;15;12;12
339;0;19;0;1;0;3;2;1;1;1;1;1;3;0;1;0;0;0;1;4;5;4;1;1;4;0;5;0;0
340;0;19;0;0;1;4;3;1;1;1;1;2;0;0;1;0;0;1;0;4;3;1;1;1;1;12;11;11;11
341;0;20;0;1;1;3;2;1;0;0;1;1;0;0;0;0;1;1;0;5;5;3;1;1;5;0;17;18;18
342;0;22;0;1;0;3;1;0;1;1;1;1;3;0;0;0;0;0;1;5;4;5;5;5;1;16;6;8;8
343;1;17;1;1;0;1;1;1;1;1;3;1;1;0;1;1;0;1;1;5;2;1;1;2;1;0;7;6;0
344;1;17;1;1;0;1;2;1;1;1;1;1;0;0;0;0;1;1;0;3;5;5;1;3;1;14;6;5;5
345;1;17;1;1;0;1;2;0;0;0;2;2;0;0;0;0;0;1;0;3;2;2;1;2;3;0;12;11;12
346;1;17;1;1;0;3;1;0;1;1;1;2;0;0;1;1;1;1;0;4;5;4;2;3;1;17;10;10;10
347;1;17;1;1;0;4;4;1;1;0;2;2;0;0;1;1;1;1;0;4;3;3;1;2;5;4;12;13;13
348;1;17;0;1;0;2;2;1;0;1;1;3;0;0;0;0;1;1;1;3;4;3;1;1;3;8;13;11;11
349;1;17;0;0;1;3;2;1;0;1;2;2;0;0;0;0;0;1;1;1;2;3;1;2;5;2;12;12;11
350;1;17;0;0;0;4;4;1;1;1;1;2;0;0;1;1;1;1;1;2;3;4;1;1;1;0;16;15;15
351;1;18;1;1;0;1;1;1;1;1;4;3;0;0;0;0;0;1;0;4;3;2;1;2;4;2;8;8;10
352;1;18;1;1;0;2;2;1;0;1;2;3;0;0;0;1;0;1;0;5;3;3;1;3;4;2;10;9;10
353;1;18;1;1;0;4;4;0;1;0;3;2;0;0;1;1;0;1;1;3;2;2;4;2;5;10;14;12;11
354;1;18;1;1;0;4;4;1;1;1;3;1;0;0;1;1;1;1;1;4;4;3;2;2;5;7;6;5;6
355;1;18;1;0;0;4;4;1;1;1;2;3;0;0;0;0;0;1;0;5;4;4;1;1;1;0;19;18;19
356;1;18;1;0;0;4;4;1;1;1;1;2;0;0;0;1;1;1;0;5;4;3;3;4;2;4;8;9;10
357;1;18;0;1;0;1;1;1;0;1;2;2;1;0;0;0;1;1;0;1;1;1;1;1;5;0;6;5;0
358;1;18;0;1;0;1;1;1;0;1;2;2;1;0;0;0;1;1;0;1;1;1;1;1;5;0;6;5;0
359;1;18;0;1;0;2;3;1;1;0;2;1;0;0;1;1;0;1;1;5;2;3;1;2;4;0;11;10;10
360;1;18;0;1;0;3;3;1;1;1;1;2;0;0;0;1;0;1;1;4;1;3;1;2;1;0;15;15;15
361;1;18;0;1;0;3;3;1;0;0;1;2;0;0;1;0;0;1;1;5;3;4;1;1;5;0;10;9;9
362;1;18;0;1;0;3;3;1;1;1;2;2;0;0;1;0;0;1;1;4;3;2;1;3;3;0;11;11;10
363;1;18;0;0;0;1;1;1;1;0;2;3;0;0;0;0;0;1;0;5;3;2;1;1;4;0;18;16;16
364;1;18;0;0;0;3;1;1;1;1;1;2;0;0;1;1;0;1;0;4;3;4;1;1;1;0;7;9;8
365;1;19;1;1;0;2;3;0;1;1;1;3;1;0;0;0;1;1;0;5;4;2;1;2;5;0;7;5;0
366;0;17;1;1;0;4;3;0;1;1;2;2;0;0;1;1;1;1;1;4;5;5;1;3;2;4;13;11;11
367;0;17;0;1;0;2;3;1;1;0;2;2;0;0;0;0;1;1;0;4;4;3;1;1;3;2;11;11;10
368;0;17;0;1;0;3;3;1;1;1;2;2;0;0;1;1;0;1;0;4;5;4;2;3;3;2;13;13;13
369;0;17;0;0;0;3;1;0;1;1;2;1;0;0;0;0;0;1;0;2;4;5;3;4;2;3;14;16;16
370;0;18;1;1;0;1;3;1;0;1;2;2;0;0;1;1;0;1;0;3;3;4;2;4;3;4;10;10;10
371;0;18;1;1;0;2;1;0;1;1;2;1;0;0;0;0;1;1;1;4;4;3;1;3;5;5;7;6;7
372;0;18;1;1;0;3;2;0;1;1;2;1;1;0;1;0;0;1;0;2;5;5;5;5;5;10;11;13;13
373;0;18;1;1;0;4;2;1;0;0;2;1;1;0;0;1;0;1;0;5;4;3;4;3;3;14;6;5;5
374;0;18;1;0;0;1;2;1;1;0;3;1;0;0;1;1;1;0;1;4;3;3;2;3;3;3;14;12;12
375;0;18;1;0;0;3;2;0;1;1;3;1;0;0;0;0;0;1;0;4;4;1;3;4;5;0;11;12;10
376;0;18;0;1;0;4;4;0;1;0;1;2;0;0;0;1;1;1;0;3;2;4;1;4;2;4;15;14;14
377;0;18;0;0;0;1;1;0;1;0;2;1;0;0;0;0;0;1;1;3;3;2;1;2;3;4;10;10;10
378;0;18;0;0;0;1;3;1;1;1;1;1;1;0;0;0;0;0;1;4;3;3;2;3;3;7;8;7;8
379;0;18;0;0;0;4;4;1;1;1;2;3;0;0;0;1;0;1;1;4;2;2;2;2;5;0;13;13;13
380;0;19;1;1;0;1;1;1;1;0;3;1;1;0;1;0;0;1;0;4;4;4;3;3;5;4;8;8;8
381;0;19;1;1;0;1;1;1;1;0;3;2;3;0;0;0;0;1;0;5;4;4;3;3;2;8;8;7;8
382;0;19;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;1;0;4;3;2;1;3;5;0;6;5;0